"YEAR","START_DATE","END_DATE","JURISDICTION","LOCATION","AGE_GROUP","METRIC","BEST_DETECTION_METHOD","DETECTION_METHOD","AMPHETAMINE","CANNABIS","COCAINE","ECSTASY","METHYLAMPHETAMINE","OTHER","UNKNOWN","NO_DRUGS_DETECTED","COUNT","FINES","ARRESTS","CHARGES"
2023,"2023-07-01","2023-07-31","wa","unknown","26-39","positive_drug_tests","Yes","not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",0,0,2,181
2023,"2023-07-01","2023-07-31","wa","unknown","40-64","positive_drug_tests","Yes","not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",0,0,1,161
2023,"2023-07-01","2023-07-31","wa","unknown","65 and over","positive_drug_tests","Yes","not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",0,0,0,3
2023,"2023-07-01","2023-07-31","wa","unknown","unknown","positive_drug_tests","No","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","No","No",116,0,0,0
2023,"2023-07-01","2023-07-31","wa","unknown","unknown","positive_drug_tests","No","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",237,0,0,0
2023,"2023-07-01","2023-07-31","wa","unknown","unknown","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",51,0,0,0
2023,"2023-07-01","2023-07-31","wa","unknown","unknown","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","Not applicable","No","Not applicable","Not applicable","No","Yes",19,0,0,0
2023,"2023-07-01","2023-07-31","wa","unknown","unknown","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","Not applicable","No","Not applicable","Not applicable","Yes","No",4,0,0,0
2023,"2023-07-01","2023-07-31","wa","unknown","unknown","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","Not applicable","No","Not applicable","Not applicable","No","No",110,0,0,0
2023,"2023-07-01","2023-07-31","wa","unknown","unknown","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",226,0,0,0
2023,"2023-07-01","2023-07-31","wa","unknown","unknown","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",53,0,0,0
2023,"2023-07-01","2023-07-31","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","Not applicable","No","Not applicable","Not applicable","No","Yes",29,0,0,0
2023,"2023-07-01","2023-07-31","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","Not applicable","No","Not applicable","Not applicable","No","No",88,0,0,0
2023,"2023-07-01","2023-07-31","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","Not applicable","Yes","Not applicable","Not applicable","No","No",1,0,0,0
2023,"2023-07-01","2023-07-31","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",217,0,0,0
2023,"2023-07-01","2023-07-31","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","Not applicable","Yes","Not applicable","Not applicable","No","No",2,0,0,0
2023,"2023-07-01","2023-07-31","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",52,0,0,0
2023,"2023-08-01","2023-08-31","act","major cities of australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","No","Not applicable","Not applicable","No","Yes","Not applicable",2,0,0,2
2023,"2023-08-01","2023-08-31","act","major cities of australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","Not applicable","Not applicable","No","No","Not applicable",1,0,0,1
2023,"2023-08-01","2023-08-31","act","major cities of australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","Not applicable","Not applicable","No","No","Not applicable",1,0,0,1
2023,"2023-08-01","2023-08-31","act","major cities of australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","Not applicable","Not applicable","No","No","Not applicable",1,0,0,1
2023,"2023-08-01","2023-08-31","act","major cities of australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","Not applicable","Not applicable","Yes","No","Not applicable",1,0,0,1
2023,"2023-08-01","2023-08-31","act","major cities of australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","Not applicable","Not applicable","No","No","Not applicable",2,0,1,2
2023,"2023-08-01","2023-08-31","act","major cities of australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","No","Not applicable","Not applicable","No","Yes","Not applicable",3,0,2,3
2023,"2023-08-01","2023-08-31","act","major cities of australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","Not applicable","Not applicable","No","No","Not applicable",1,0,0,1
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,1,0,1
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",44,23,0,21
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","No","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,2
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",19,7,0,12
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",5,3,0,2
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",6,4,0,2
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",3,1,0,2
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",42,20,0,22
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",15,6,0,9
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",5,2,0,3
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","No","No","Not applicable","Not applicable","Yes","Not applicable",1,0,0,1
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",43,24,0,19
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable",2,1,0,1
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable",16,5,0,11
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",4,0,0,4
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","26-39","positive_drug_tests","No","indicator (stage 1)","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",4,0,0,4
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","26-39","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",40,20,0,20
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","26-39","positive_drug_tests","No","indicator (stage 1)","No","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,2
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","26-39","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",77,14,0,63
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","26-39","positive_drug_tests","No","indicator (stage 1)","Yes","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","26-39","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",15,3,0,12
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",10,3,0,7
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,2
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",32,18,0,14
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,2
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",60,11,0,49
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",30,5,0,25
2023,"2023-08-01","2023-08-31","nsw","inner regional australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,2
